CVE_MUN,GM,IM,SOM labels
18005,Muy alto,2.048,3
18003,Bajo,-0.646,0
18013,Bajo,-0.66,0
19039,Muy bajo,-1.901,1
19026,Muy bajo,-1.918,1
19006,Muy bajo,-1.89,1
19046,Muy bajo,-2.095,1
19021,Muy bajo,-1.749,1
19031,Muy bajo,-1.621,1
19048,Muy bajo,-1.849,1
19018,Muy bajo,-1.622,1
19019,Muy bajo,-2.219,1
19009,Muy bajo,-1.563,1
19041,Muy bajo,-1.426,0
19033,Muy bajo,-1.169,1
19025,Muy bajo,-1.606,1
19038,Muy bajo,-1.431,1
19045,Muy bajo,-1.328,1
19012,Muy bajo,-1.552,1
19049,Muy bajo,-1.627,1
19017,Medio,-0.189,0
19010,Muy bajo,-1.435,1
19044,Muy bajo,-1.559,1
19004,Muy bajo,-1.616,1
19014,Medio,0.036,0
19005,Muy bajo,-1.095,1
19007,Alto,0.169,0
19022,Bajo,-0.93,1
19047,Muy bajo,-1.68,1
19013,Muy bajo,-1.261,1
19011,Muy bajo,-1.306,1
19036,Alto,0.422,2
19029,Muy bajo,-1.259,1
19024,Alto,0.595,2
19034,Muy bajo,-1.127,0
19020,Bajo,-1.027,0
19037,Bajo,-0.848,0
19032,Muy bajo,-1.261,1
19042,Bajo,-0.878,0
19051,Bajo,-0.834,0
19008,Bajo,-0.876,0
19030,Medio,-0.027,0
19016,Bajo,-0.845,0
19043,Alto,0.1,0
19001,Muy bajo,-1.125,0
19002,Bajo,-0.988,0
19027,Bajo,-0.76,0
19015,Bajo,-0.606,0
19050,Bajo,-0.665,0
19028,Bajo,-0.822,0
19003,Bajo,-0.776,0
19023,Bajo,-0.677,0
19040,Bajo,-0.945,0
19035,Muy bajo,-1.144,0
20067,Muy bajo,-1.52,1
20184,Bajo,-0.607,1
20043,Bajo,-0.646,1
20385,Bajo,-0.979,1
20079,Muy bajo,-1.134,1
20039,Bajo,-0.698,1
20515,Medio,-0.339,1
20482,Alto,0.227,1
20390,Muy bajo,-1.558,1
20318,Bajo,-0.557,1
20324,Alto,0.45,2
20334,Alto,0.333,2
20002,Alto,0.339,2
20413,Bajo,-0.686,1
20565,Medio,-0.137,1
20044,Medio,-0.276,1
20059,Medio,0.057,1
20397,Medio,-0.184,1
20057,Alto,0.285,1
20278,Alto,1.179,2
20469,Alto,0.975,2
20399,Bajo,-0.904,1
20073,Alto,0.107,0
20041,Muy alto,1.705,2
20198,Alto,1.216,3
20014,Bajo,-1.072,1
20134,Muy alto,1.62,3
20439,Alto,1.174,3
20085,Muy alto,2.414,3
20401,Medio,-0.171,1
20190,Alto,0.776,3
20107,Bajo,-0.928,1
20559,Alto,0.145,0
20551,Bajo,-0.573,1
20068,Medio,0.05,1
20023,Bajo,-0.544,1
20028,Alto,0.436,1
20406,Muy alto,3.13,3
20232,Muy alto,1.249,2
20570,Medio,0.014,1
20467,Alto,0.16,1
20207,Alto,1.136,3
20006,Medio,-0.213,1
20386,Muy alto,2.059,3
20124,Muy alto,1.353,2
20171,Muy alto,3.808,3
20350,Muy bajo,-1.788,1
20526,Alto,0.76,2
20205,Alto,1.18,3
20427,Alto,0.728,2
20447,Alto,0.721,3
20293,Muy bajo,-1.455,1
20364,Alto,0.431,2
20021,Medio,0.035,1
20227,Muy bajo,-1.151,1
20157,Muy bajo,-1.589,1
20557,Bajo,-0.817,1
20327,Alto,0.208,1
20005,Bajo,-0.516,1
20248,Muy alto,3.174,3
20010,Bajo,-0.805,0
20468,Alto,1.034,3
20418,Medio,-0.292,1
20058,Muy alto,1.865,3
20466,Muy alto,2.805,3
20150,Bajo,-0.807,1
20375,Muy bajo,-1.218,1
20450,Muy alto,2.154,3
20298,Medio,0.076,1
20277,Muy alto,1.479,3
20312,Muy alto,1.454,3
20242,Muy alto,2.711,3
20525,Medio,0.054,1
20125,Alto,0.702,3
20166,Medio,0.008,0
20309,Muy alto,1.996,3
20377,Alto,1.144,3
20136,Alto,0.307,0
20025,Medio,-0.236,1
20414,Alto,0.618,2
20549,Alto,0.498,2
20325,Alto,1.144,3
20509,Muy alto,1.694,3
20338,Bajo,-0.935,1
20131,Alto,0.533,2
20012,Muy alto,1.86,3
20483,Medio,-0.404,1
20553,Bajo,-0.717,1
20188,Alto,1.103,2
20307,Alto,0.321,0
20177,Alto,0.25,2
20016,Muy alto,3.052,3
20545,Bajo,-0.684,1
20475,Alto,0.825,3
20417,Alto,0.383,2
20083,Bajo,-0.903,1
20295,Bajo,-0.624,1
20513,Alto,0.294,1
20115,Bajo,-0.896,0
20407,Muy alto,2.211,3
20026,Alto,0.433,2
20143,Alto,0.096,1
20437,Alto,0.855,3
20409,Muy bajo,-1.614,1
20185,Alto,0.166,0
20441,Alto,0.368,1
20426,Muy alto,1.525,3
20030,Muy bajo,-1.325,1
20310,Alto,0.7,0
20266,Alto,0.757,2
20348,Alto,0.832,3
20500,Alto,0.507,2
20229,Muy alto,1.988,3
20045,Bajo,-1.005,0
20042,Medio,-0.165,0
20275,Alto,1.102,3
20505,Bajo,-0.618,1
20135,Medio,-0.084,0
20540,Bajo,-0.688,1
20141,Alto,0.651,3
20261,Alto,1.176,3
20064,Alto,0.482,2
20105,Alto,0.41,2
20234,Muy alto,1.999,3
20009,Alto,0.377,2
20031,Alto,0.863,3
20294,Bajo,-0.98,1
20520,Alto,0.254,2
20070,Alto,0.667,1
20498,Muy alto,1.452,3
20178,Bajo,-0.647,0
20072,Alto,1.068,2
20265,Alto,1.121,3
20208,Alto,1.094,3
20300,Alto,0.715,3
20560,Alto,0.679,3
20537,Alto,0.386,2
20272,Alto,0.577,1
20392,Muy alto,2.02,3
20040,Muy alto,2.947,3
20090,Alto,0.192,0
20225,Muy alto,1.453,3
20446,Muy alto,1.392,3
20052,Medio,0.008,0
20103,Alto,0.759,1
20543,Muy alto,1.255,3
20546,Alto,0.548,2
20210,Alto,0.67,3
20539,Bajo,-0.695,0
20550,Alto,0.219,0
20036,Alto,0.768,3
20554,Alto,0.982,3
20091,Muy bajo,-1.139,0
20066,Medio,0.073,0
20502,Muy alto,2.081,3
20126,Muy alto,1.506,3
20326,Muy alto,1.484,3
20130,Alto,0.926,3
20516,Alto,0.905,3
20159,Muy alto,1.266,3
20489,Alto,0.683,2
20415,Alto,0.509,3
20460,Alto,1.12,3
20470,Alto,0.585,2
20153,Alto,0.485,2
20015,Muy alto,1.719,3
20517,Muy alto,1.974,3
20337,Muy alto,1.703,3
20384,Muy alto,1.455,3
20202,Alto,0.96,3
20494,Muy alto,1.646,3
20051,Muy alto,2.39,3
20421,Medio,-0.283,0
20302,Muy alto,1.314,3
20367,Muy alto,1.253,3
20098,Alto,1.15,3
20108,Alto,1.154,3
20398,Alto,0.665,3
20116,Muy alto,1.73,3
20102,Medio,-0.017,0
20491,Alto,0.498,2
20037,Muy alto,1.376,3
20459,Medio,-0.097,0
20497,Muy alto,1.758,3
20087,Medio,0.07,0
20095,Muy alto,1.651,3
20213,Alto,0.957,3
20484,Alto,0.595,3
20111,Alto,1.062,3
20291,Alto,0.515,2
20305,Bajo,-0.85,0
20330,Alto,0.764,3
20434,Alto,1.172,3
20029,Muy alto,1.906,3
20269,Alto,0.15,0
20082,Alto,0.464,2
20462,Medio,-0.13,0
20345,Alto,0.445,2
20339,Medio,-0.25,0
20452,Muy alto,1.55,3
20084,Muy bajo,-1.099,0
20020,Muy alto,1.447,3
20534,Muy alto,1.52,3
20174,Bajo,-0.946,0
20063,Bajo,-1.021,0
20366,Alto,1.146,3
20424,Alto,1.106,3
20169,Muy alto,2.748,3
20393,Alto,0.808,3
20145,Bajo,-0.548,0
20244,Alto,0.527,3
20360,Alto,0.61,2
20077,Medio,-0.235,0
20200,Alto,0.973,3
20453,Medio,0.037,0
20532,Alto,1.172,3
20285,Alto,0.712,2
20024,Muy alto,1.435,3
20235,Alto,1.074,3
20530,Alto,0.636,2
20249,Alto,0.965,3
20133,Alto,1.187,3
20347,Alto,0.407,2
20306,Muy alto,1.516,3
20352,Muy alto,2.155,3
20055,Alto,0.146,2
20507,Alto,0.891,3
20435,Muy alto,1.87,3
20378,Alto,0.477,2
20050,Muy alto,1.806,3
20137,Alto,0.66,2
20017,Alto,1.025,3
20391,Muy alto,2.334,3
20410,Alto,0.142,0
20342,Bajo,-0.972,0
20472,Medio,-0.143,0
20156,Medio,-0.094,0
20273,Muy alto,1.606,3
20474,Alto,0.248,0
20203,Alto,1.178,3
20076,Alto,0.268,2
20170,Muy alto,2.216,3
20396,Muy alto,2.367,3
20197,Alto,0.439,2
20485,Muy alto,1.468,3
20263,Muy alto,1.519,3
20412,Muy alto,1.736,3
20286,Alto,0.789,3
20046,Alto,0.799,2
20284,Muy alto,2.189,3
20308,Alto,0.586,2
20567,Muy alto,1.707,3
20254,Alto,0.846,3
20511,Alto,1.125,3
20495,Muy alto,1.657,3
20490,Alto,1.027,3
20457,Alto,0.963,3
20555,Alto,0.21,0
20566,Alto,1.194,3
20113,Alto,0.259,2
20519,Medio,-0.065,0
20403,Bajo,-0.531,0
20231,Muy alto,1.529,3
20535,Muy alto,1.254,3
20492,Alto,1.188,3
20013,Medio,-0.24,0
20449,Alto,0.396,2
20019,Alto,0.867,3
20379,Muy alto,1.321,3
20454,Alto,1.141,3
20212,Muy alto,1.564,3
20387,Alto,0.201,0
20217,Muy alto,1.949,3
20071,Muy alto,1.47,3
20189,Muy alto,1.553,3
20351,Alto,0.743,3
20088,Muy alto,1.544,3
20561,Alto,1.169,3
20146,Alto,1.085,3
20164,Alto,0.872,3
20394,Alto,0.37,2
20123,Alto,0.742,2
20075,Medio,-0.098,0
20226,Alto,0.401,2
20061,Alto,1.066,3
20176,Alto,0.811,2
20344,Alto,0.219,0
20381,Medio,-0.176,0
20279,Alto,0.675,2
20211,Muy alto,1.624,3
20271,Muy alto,1.606,3
20220,Alto,0.466,3
20033,Bajo,-0.846,0
20069,Muy alto,1.382,3
20531,Medio,-0.261,0
20333,Medio,-0.271,0
20219,Alto,0.875,3
20104,Alto,0.764,2
20527,Alto,0.985,3
20180,Alto,0.241,0
20193,Medio,-0.176,0
20060,Alto,1.194,3
20455,Alto,1.149,3
20363,Medio,-0.001,0
20433,Muy alto,2.062,3
20007,Muy alto,1.535,3
20161,Alto,0.759,3
20297,Muy alto,1.333,3
20112,Alto,0.663,3
20118,Alto,1.181,3
20206,Alto,0.386,2
20154,Alto,0.543,2
20486,Alto,0.384,2
20388,Alto,1.205,3
20259,Muy alto,1.759,3
20117,Muy alto,1.36,3
20240,Muy alto,2.348,3
20280,Medio,0.036,0
20158,Alto,1.025,3
20027,Muy alto,1.592,3
20448,Muy alto,1.72,3
20182,Alto,0.934,3
20260,Alto,0.664,3
20353,Alto,0.096,0
20533,Alto,0.366,2
20380,Alto,0.511,2
20089,Alto,0.206,2
20405,Alto,0.232,2
20152,Muy alto,1.723,3
20323,Alto,0.651,2
20264,Alto,1.215,3
20499,Bajo,-0.616,0
20425,Alto,0.595,2
20253,Muy alto,1.429,3
20356,Medio,0.068,0
20252,Muy alto,1.415,3
20139,Muy alto,1.37,3
20167,Muy alto,1.277,3
20003,Alto,0.906,3
20255,Muy alto,1.259,3
20487,Alto,0.117,0
20214,Muy alto,1.27,3
20349,Alto,0.618,2
20201,Alto,0.846,3
20358,Alto,0.196,0
20148,Muy alto,1.247,3
20162,Muy alto,1.429,3
20343,Alto,0.141,0
20369,Medio,-0.118,0
20368,Alto,0.244,2
20428,Muy alto,1.275,3
20038,Alto,1.001,3
20420,Alto,1.183,3
20243,Medio,-0.203,0
20481,Muy alto,1.743,3
20187,Muy alto,1.516,3
20478,Alto,0.42,3
20081,Alto,0.774,3
20094,Medio,-0.001,0
20233,Muy alto,1.356,3
20496,Bajo,-0.657,0
20149,Muy alto,1.271,3
20395,Muy alto,1.654,3
20336,Alto,1.03,3
20315,Muy alto,2.067,3
20431,Alto,0.405,2
20340,Alto,0.386,2
20097,Alto,0.609,3
20504,Alto,0.427,2
20438,Muy alto,1.344,3
20541,Alto,0.291,2
20569,Alto,0.517,2
20548,Alto,0.741,2
20092,Medio,-0.275,0
20465,Alto,0.688,2
20163,Muy alto,1.304,3
20175,Alto,0.654,3
20400,Alto,0.327,2
20314,Medio,0.009,0
20236,Muy alto,2.009,3
20372,Muy alto,1.521,3
20562,Medio,-0.098,0
20247,Bajo,-0.986,0
20374,Muy alto,2.174,3
20445,Alto,0.838,3
20165,Alto,0.736,3
20301,Alto,0.339,0
20523,Medio,-0.121,0
20192,Bajo,-0.826,0
20508,Medio,-0.466,0
20110,Muy alto,1.391,3
20222,Medio,0.046,0
20429,Muy alto,1.282,3
20173,Alto,0.537,2
20080,Alto,0.565,3
20179,Alto,0.553,3
20477,Alto,0.812,3
20346,Alto,0.82,3
20456,Alto,0.608,3
20568,Alto,0.316,2
20362,Alto,0.429,2
20056,Alto,0.681,3
20237,Medio,-0.061,0
20292,Alto,1.097,2
20160,Alto,0.183,2
20183,Muy alto,1.272,3
20529,Muy alto,2.359,3
20048,Muy alto,1.596,3
20558,Alto,0.487,2
20473,Medio,-0.323,0
20216,Alto,0.271,0
20274,Muy alto,1.285,3
20245,Alto,1.047,3
20563,Muy alto,1.546,3
20317,Alto,0.405,2
20194,Alto,0.26,3
20221,Alto,0.204,0
20109,Medio,-0.262,0
20329,Alto,1.096,3
20053,Medio,-0.154,0
20065,Muy alto,1.254,3
20328,Muy alto,1.639,3
20128,Medio,0.065,0
20011,Alto,1.061,3
20034,Alto,0.364,2
20049,Alto,0.287,0
20251,Muy alto,1.326,3
20289,Alto,0.464,2
20564,Alto,0.929,3
20382,Muy alto,1.45,3
20250,Alto,0.162,2
20078,Bajo,-0.844,0
20270,Muy alto,1.604,3
20303,Alto,0.366,2
20241,Alto,0.531,2
20132,Medio,-0.207,0
20402,Alto,0.428,2
20319,Alto,0.811,3
20195,Muy alto,1.344,3
20365,Alto,0.095,0
20299,Alto,0.339,3
20168,Alto,0.635,2
20371,Alto,0.728,3
20522,Alto,0.907,3
20514,Muy alto,1.698,3
20544,Alto,0.319,2
20268,Alto,0.403,2
20239,Alto,0.304,0
20127,Muy alto,1.558,3
20283,Alto,0.134,2
20032,Alto,1.103,3
20262,Medio,-0.224,0
20142,Alto,1.222,3
20257,Alto,0.943,3
20155,Muy alto,1.547,3
20436,Muy alto,1.678,3
20528,Alto,1.197,3
20290,Alto,0.235,2
20458,Alto,0.114,0
20389,Muy alto,1.428,3
20144,Alto,0.554,3
20230,Alto,0.226,2
20501,Alto,0.273,2
20547,Medio,-0.05,0
20004,Medio,-0.165,0
20086,Alto,0.349,0
20359,Alto,0.729,3
20335,Alto,0.497,2
20432,Bajo,-0.533,0
20296,Alto,0.487,3
20001,Alto,1.077,3
20480,Alto,0.97,3
20451,Muy alto,2.243,3
20331,Alto,0.8,3
20361,Alto,0.701,3
20512,Alto,0.893,3
20238,Alto,0.096,0
20440,Alto,0.506,3
20542,Alto,0.694,3
20411,Medio,-0.338,0
20228,Muy alto,1.398,3
20018,Alto,0.628,3
20140,Alto,0.511,2
20322,Muy alto,1.502,3
20215,Medio,-0.373,0
20313,Alto,0.913,3
20357,Medio,-0.019,0
20008,Medio,-0.201,0
20506,Alto,0.411,2
20101,Alto,0.941,3
20304,Muy alto,1.647,3
20404,Medio,-0.32,0
20282,Alto,0.746,2
20355,Muy alto,1.318,3
20321,Alto,0.708,3
20022,Alto,0.141,0
20096,Bajo,-0.66,0
20258,Alto,0.152,0
20276,Muy alto,1.326,3
20316,Alto,0.223,0
20538,Alto,0.517,2
20320,Alto,0.595,3
20370,Medio,-0.107,0
20209,Muy alto,1.397,3
20121,Alto,0.362,2
20510,Alto,0.731,3
20114,Alto,0.568,3
20122,Medio,-0.335,0
20246,Alto,1.157,3
20204,Alto,0.091,2
20288,Alto,0.87,3
20422,Alto,0.319,2
20383,Alto,0.71,2
20199,Alto,1.195,3
20224,Medio,-0.36,0
20186,Alto,0.232,2
20311,Muy alto,1.253,3
20035,Muy bajo,-1.106,0
20218,Alto,0.883,3
20463,Alto,0.63,3
20493,Medio,-0.207,0
20461,Muy alto,1.562,3
20354,Muy alto,1.815,3
20419,Medio,-0.365,0
20471,Medio,-0.015,0
20416,Alto,0.916,3
20093,Medio,-0.092,0
20074,Alto,0.321,2
20408,Medio,0.062,0
20062,Bajo,-0.614,0
20223,Bajo,-0.688,0
20099,Muy alto,1.323,3
20443,Medio,-0.297,0
20423,Alto,0.512,2
20138,Alto,0.493,3
20181,Alto,0.533,2
20552,Alto,0.129,0
20100,Alto,0.926,3
20054,Medio,-0.106,0
20196,Medio,-0.243,0
20536,Medio,0.062,0
20444,Alto,0.319,0
20503,Bajo,-0.52,0
20476,Medio,-0.012,0
20119,Alto,1.029,3
20172,Alto,0.104,0
20147,Alto,0.487,3
20373,Alto,0.694,3
20129,Medio,-0.314,0
20430,Muy alto,1.431,3
20376,Alto,0.761,3
20464,Alto,0.712,3
20332,Alto,0.26,2
20120,Alto,0.303,2
20191,Medio,-0.128,0
20151,Alto,0.409,2
20524,Medio,-0.164,0
20287,Alto,0.309,2
20442,Medio,-0.435,0
20281,Medio,-0.036,0
20556,Medio,0.048,0
20106,Alto,0.519,3
20267,Medio,-0.264,0
20341,Medio,-0.299,0
20521,Alto,1.07,3
20256,Alto,0.138,2
20479,Alto,0.144,2
20518,Medio,-0.066,0
20488,Medio,0.004,2
20047,Bajo,-0.594,0
21114,Muy bajo,-1.564,1
21156,Bajo,-0.687,1
21132,Muy bajo,-1.171,1
21119,Muy bajo,-1.652,1
21019,Bajo,-0.705,1
21140,Muy bajo,-1.166,1
21015,Bajo,-0.861,1
21041,Muy bajo,-1.618,1
21071,Medio,-0.318,1
21174,Bajo,-0.756,1
21208,Medio,-0.156,1
21197,Medio,-0.105,1
21164,Bajo,-0.534,1
21085,Medio,-0.459,1
21154,Bajo,-0.504,1
21074,Bajo,-0.966,1
21010,Muy alto,1.242,2
21001,Medio,-0.286,1
21053,Medio,-0.136,0
21004,Medio,-0.234,1
21207,Alto,0.115,0
21186,Medio,-0.084,0
21177,Alto,0.767,2
21115,Alto,0.279,1
21043,Alto,1.027,2
21045,Medio,-0.325,1
21110,Alto,0.436,2
21034,Bajo,-0.736,1
21180,Medio,-0.432,0
21199,Alto,0.381,2
21003,Medio,-0.229,1
21051,Medio,-0.266,1
21054,Alto,0.312,2
21094,Medio,-0.32,1
21143,Bajo,-0.504,0
21104,Medio,-0.437,1
21142,Medio,-0.258,1
21194,Medio,-0.137,1
21179,Alto,0.147,2
21017,Alto,0.356,2
21106,Alto,0.181,2
21172,Alto,0.541,2
21118,Medio,-0.27,1
21076,Alto,0.527,2
21050,Alto,1.155,3
21149,Alto,0.336,1
21205,Medio,0.017,1
21069,Alto,0.278,2
21195,Muy alto,1.677,3
21083,Alto,0.56,2
21116,Alto,1.168,3
21109,Alto,0.757,3
21153,Bajo,-0.52,0
21090,Bajo,-0.846,1
21189,Medio,-0.396,1
21013,Medio,0.01,1
21169,Alto,0.405,2
21161,Medio,-0.025,0
21065,Medio,0.067,2
21035,Alto,0.166,2
21048,Medio,-0.473,1
21134,Bajo,-0.592,1
21047,Medio,-0.157,1
21058,Muy alto,1.256,3
21183,Muy alto,1.4,3
21099,Alto,0.564,3
21212,Alto,0.873,3
21072,Muy alto,2.434,3
21217,Muy alto,2.065,3
21108,Medio,-0.334,1
21111,Alto,0.933,3
21188,Alto,0.431,2
21163,Bajo,-0.649,1
21067,Medio,-0.086,1
21170,Alto,0.138,2
21214,Medio,0.0,1
21064,Alto,0.671,2
21049,Muy alto,1.581,3
21178,Alto,0.908,3
21211,Bajo,-0.866,1
21124,Alto,0.248,1
21044,Medio,-0.092,0
21006,Muy alto,1.443,3
21078,Muy alto,1.415,3
21063,Medio,-0.223,1
21144,Medio,-0.441,1
21026,Medio,-0.135,1
21117,Bajo,-0.931,1
21145,Muy alto,1.919,3
21036,Muy alto,1.679,3
21213,Alto,1.097,3
21129,Alto,0.278,1
21087,Alto,0.766,2
21075,Alto,0.44,2
21089,Alto,1.159,3
21175,Medio,-0.201,1
21202,Alto,1.146,3
21061,Muy alto,2.085,3
21102,Bajo,-0.537,1
21136,Muy bajo,-1.268,1
21022,Alto,0.284,2
21152,Medio,-0.111,1
21086,Alto,1.09,3
21138,Alto,0.472,2
21167,Muy alto,1.695,3
21107,Muy alto,2.394,3
21008,Medio,-0.276,0
21157,Alto,0.211,1
21091,Bajo,-0.902,1
21122,Bajo,-0.649,1
21040,Alto,0.264,0
21038,Medio,-0.171,1
21100,Alto,0.994,3
21137,Alto,0.448,3
21112,Alto,0.664,3
21023,Alto,0.817,3
21039,Alto,0.79,3
21148,Alto,0.684,2
21191,Alto,0.325,1
21002,Alto,0.737,3
21125,Bajo,-0.872,0
21016,Alto,0.332,2
21082,Medio,-0.198,0
21128,Medio,-0.331,0
21025,Alto,0.505,2
21176,Medio,-0.009,0
21151,Bajo,-0.583,1
21209,Alto,0.397,2
21166,Alto,0.214,2
21185,Alto,0.186,2
21073,Alto,0.232,2
21204,Medio,-0.049,0
21057,Alto,0.683,3
21093,Alto,0.409,3
21046,Medio,0.069,1
21068,Muy alto,1.399,3
21060,Medio,-0.325,1
21150,Alto,0.731,3
21193,Alto,1.027,3
21181,Bajo,-0.596,1
21020,Medio,-0.189,1
21084,Muy alto,1.342,3
21158,Alto,0.801,3
21168,Alto,1.171,3
21012,Medio,0.047,0
21184,Alto,1.004,3
21098,Alto,0.256,2
21203,Alto,0.399,1
21070,Alto,1.137,3
21192,Alto,0.468,2
21147,Alto,0.847,3
21126,Medio,0.071,0
21103,Alto,0.497,2
21173,Bajo,-0.664,0
21066,Alto,0.673,3
21120,Alto,1.206,3
21210,Alto,0.66,3
21155,Alto,0.126,0
21079,Medio,-0.239,0
21187,Alto,1.207,3
21092,Alto,0.901,3
21077,Muy alto,2.09,3
21182,Medio,-0.075,0
21215,Alto,0.718,3
21033,Alto,0.242,2
21062,Alto,0.247,2
21014,Alto,1.179,3
21105,Alto,0.185,2
21055,Alto,0.581,3
21088,Alto,1.037,3
21206,Alto,0.728,3
21113,Alto,0.518,3
21162,Muy alto,1.52,3
21027,Alto,0.727,3
21123,Muy alto,1.532,3
21159,Muy alto,1.475,3
21018,Alto,0.425,2
21029,Alto,0.645,3
21081,Alto,1.19,3
21139,Alto,0.334,2
21171,Medio,-0.402,0
21127,Alto,0.452,2
21130,Medio,0.032,0
21200,Alto,0.471,2
21141,Alto,0.204,2
21201,Alto,0.478,3
21101,Alto,0.326,2
21007,Alto,0.807,3
21042,Alto,0.941,3
21160,Alto,0.3,2
21005,Muy alto,1.755,3
21031,Alto,0.686,3
21096,Medio,-0.165,0
21028,Muy alto,1.45,3
21080,Alto,0.854,3
21216,Alto,1.131,3
21097,Medio,-0.484,0
21037,Medio,0.017,0
21059,Alto,0.358,2
21009,Alto,0.394,2
21011,Alto,0.404,2
21196,Alto,0.151,0
21032,Alto,0.705,3
21056,Alto,0.382,2
21021,Medio,-0.003,0
21121,Alto,0.787,3
21190,Medio,0.04,0
21198,Alto,1.031,3
21052,Alto,0.95,3
21165,Alto,1.064,3
21024,Alto,0.304,2
21131,Alto,0.307,2
21030,Alto,0.703,2
21146,Alto,0.831,3
21133,Alto,0.255,2
21135,Alto,0.596,3
21095,Medio,-0.162,0
22014,Muy bajo,-1.765,1
22016,Muy bajo,-1.297,1
22006,Muy bajo,-1.878,1
22011,Bajo,-1.051,0
22017,Bajo,-0.98,1
22004,Medio,-0.007,0
22012,Bajo,-0.86,1
22005,Medio,-0.414,0
22001,Alto,0.101,0
22007,Bajo,-0.652,1
22008,Medio,-0.393,0
22018,Medio,-0.051,0
22009,Medio,-0.308,1
22002,Alto,0.509,0
22013,Medio,-0.003,0
22010,Alto,0.292,0
22003,Medio,-0.162,0
22015,Medio,-0.236,0
23005,Muy bajo,-1.474,1
23004,Muy bajo,-1.109,1
23008,Muy bajo,-1.477,1
23001,Muy bajo,-1.246,1
23002,Alto,0.424,2
23010,Alto,0.203,2
23006,Alto,0.304,2
23009,Bajo,-0.874,1
23007,Alto,0.302,2
23003,Bajo,-0.685,1
24028,Muy bajo,-1.704,1
24035,Muy bajo,-1.694,1
24013,Bajo,-0.827,1
24020,Muy bajo,-1.119,1
24024,Medio,-0.416,1
24037,Alto,0.393,2
24021,Medio,-0.192,0
24054,Alto,0.724,2
24050,Medio,-0.29,0
24003,Muy alto,2.112,3
24011,Bajo,-0.615,1
24016,Medio,-0.395,1
24032,Alto,0.124,0
24040,Medio,-0.344,1
24053,Medio,0.046,0
24049,Alto,0.228,2
24010,Medio,0.017,0
24025,Medio,-0.269,1
24057,Alto,0.621,2
24036,Alto,0.543,2
24017,Alto,0.965,3
24055,Medio,-0.262,1
24058,Medio,-0.485,1
24008,Bajo,-0.665,1
24029,Alto,1.015,3
24015,Medio,-0.454,1
24012,Alto,1.111,3
24041,Alto,0.715,3
24022,Alto,0.432,2
24007,Bajo,-0.738,1
24005,Bajo,-0.701,1
24001,Alto,0.257,0
24046,Alto,0.111,0
24018,Alto,0.819,2
24039,Alto,0.963,3
24038,Alto,0.589,2
24023,Alto,0.293,0
24056,Medio,-0.063,1
24014,Alto,0.564,2
24042,Medio,-0.166,1
24051,Medio,-0.293,0
24034,Alto,0.254,1
24045,Medio,0.057,1
24033,Alto,0.099,0
24031,Muy alto,2.257,3
24027,Medio,-0.22,1
24052,Alto,0.246,2
24006,Alto,0.344,2
24047,Alto,0.808,3
24043,Alto,0.181,1
24026,Alto,1.008,3
24002,Alto,0.598,2
24044,Alto,0.547,2
24019,Alto,0.615,3
24048,Bajo,-0.585,0
24030,Medio,-0.066,0
24009,Bajo,-0.54,0
24004,Alto,0.387,0
25006,Muy bajo,-1.497,1
25012,Muy bajo,-1.527,1
25001,Muy bajo,-1.223,1
25011,Bajo,-0.705,1
25018,Medio,-0.433,1
25010,Medio,-0.355,0
25017,Alto,0.13,0
25015,Muy bajo,-1.35,1
25009,Bajo,-0.748,1
25008,Medio,-0.43,1
25014,Bajo,-0.658,0
25002,Bajo,-0.813,0
25013,Medio,-0.105,0
25007,Alto,0.319,0
25003,Alto,0.676,0
25004,Bajo,-0.546,0
25016,Medio,-0.211,0
25005,Medio,-0.317,1
26030,Muy bajo,-1.728,1
26018,Muy bajo,-1.478,1
26043,Muy bajo,-1.557,1
26055,Muy bajo,-1.292,1
26042,Bajo,-1.009,1
26029,Muy bajo,-1.258,1
26017,Muy bajo,-1.169,1
26002,Muy bajo,-1.455,1
26033,Bajo,-0.542,1
26026,Medio,-0.148,0
26048,Muy bajo,-1.515,1
26025,Muy bajo,-1.258,1
26019,Muy bajo,-1.867,1
26036,Muy bajo,-1.604,1
26003,Medio,-0.034,0
26012,Bajo,-0.518,0
26071,Bajo,-0.774,1
26070,Bajo,-0.947,1
26058,Muy bajo,-1.51,1
26072,Medio,-0.357,1
26041,Muy bajo,-1.669,1
26035,Muy bajo,-1.145,1
26004,Muy bajo,-1.093,1
26047,Muy bajo,-1.271,1
26056,Medio,0.062,1
26066,Muy bajo,-1.179,0
26027,Muy bajo,-1.596,1
26039,Muy bajo,-1.549,1
26023,Muy bajo,-1.286,0
26069,Medio,-0.21,0
26052,Bajo,-0.835,0
26016,Muy bajo,-1.459,1
26051,Medio,-0.296,0
26038,Muy bajo,-1.399,0
26020,Bajo,-0.786,0
26014,Bajo,-1.068,0
26049,Alto,1.048,2
26001,Bajo,-1.044,0
26006,Muy bajo,-1.089,0
26045,Medio,-0.439,0
26021,Bajo,-0.693,0
26040,Medio,-0.266,0
26059,Muy bajo,-1.137,0
26013,Muy bajo,-1.232,0
26064,Bajo,-0.532,0
26060,Bajo,-0.785,0
26011,Muy bajo,-1.254,0
26067,Muy bajo,-1.41,0
26057,Bajo,-0.987,0
