CVE_MUN,GM,IM,k-means++,random
16003,Medio,-0.486,1,4
16047,Medio,-0.076,4,2
16016,Medio,0.047,4,2
16105,Bajo,-0.724,3,0
16058,Bajo,-0.835,3,0
16062,Medio,-0.292,4,2
16080,Medio,-0.028,1,4
16024,Alto,0.134,4,2
16019,Bajo,-0.665,3,0
16015,Medio,-0.063,4,2
16049,Alto,0.724,4,2
16077,Alto,0.614,4,2
16111,Medio,-0.108,1,4
16104,Medio,-0.173,1,4
16040,Medio,-0.167,4,2
16067,Medio,-0.083,1,4
16031,Alto,0.092,4,2
16063,Medio,-0.192,1,4
16029,Alto,1.094,4,2
16099,Alto,0.689,4,2
16086,Bajo,-0.724,3,0
16032,Medio,-0.049,1,4
16070,Bajo,-1.005,3,0
16002,Medio,0.036,4,2
16041,Alto,0.09,4,2
16004,Medio,-0.313,1,4
16090,Medio,-0.341,1,4
16087,Bajo,-0.632,1,4
16091,Bajo,-0.606,1,4
16100,Medio,-0.115,1,4
16014,Medio,-0.466,1,4
16046,Medio,-0.101,1,4
16072,Medio,-0.469,1,4
16051,Muy bajo,-1.191,3,0
16092,Muy alto,1.237,0,3
16030,Medio,-0.358,1,4
16042,Medio,-0.102,1,4
16078,Medio,-0.359,1,4
16044,Medio,-0.219,1,4
16021,Alto,0.844,0,3
16095,Bajo,-0.814,3,0
16036,Medio,-0.467,1,4
16001,Medio,-0.219,4,2
16011,Bajo,-0.589,1,4
16005,Medio,-0.209,1,4
16074,Medio,-0.45,1,4
16023,Medio,-0.495,1,4
16060,Medio,-0.474,1,4
16013,Alto,0.658,4,2
16018,Medio,-0.368,1,4
16101,Muy alto,1.338,0,3
16039,Medio,-0.404,1,4
16081,Alto,0.975,4,2
16057,Alto,0.855,4,2
16037,Medio,0.011,1,4
16059,Medio,-0.106,1,4
16054,Medio,-0.143,1,4
16096,Alto,0.786,4,2
16094,Medio,-0.101,1,4
16048,Medio,-0.438,1,4
16026,Alto,0.458,4,2
16028,Medio,-0.454,1,4
16027,Alto,0.191,4,2
16007,Alto,0.209,4,2
16109,Medio,-0.431,1,4
17007,Muy bajo,-1.674,3,0
17011,Muy bajo,-1.461,3,0
17006,Muy bajo,-1.146,3,0
17018,Bajo,-1.044,3,0
17029,Bajo,-1.017,3,0
17008,Muy bajo,-1.144,3,0
17004,Bajo,-0.636,1,4
17028,Bajo,-0.865,3,0
17017,Bajo,-0.688,3,0
17012,Muy bajo,-1.078,3,0
17030,Bajo,-0.668,3,0
17024,Bajo,-0.729,3,0
17020,Bajo,-0.601,1,4
17031,Muy bajo,-1.423,3,0
17003,Medio,-0.062,4,2
17025,Bajo,-0.747,3,0
17019,Medio,-0.335,1,4
17015,Medio,-0.396,3,0
17002,Medio,-0.422,1,4
17022,Bajo,-0.614,3,0
17009,Bajo,-0.748,3,0
17016,Medio,-0.138,4,2
17001,Bajo,-0.534,1,4
17026,Bajo,-0.562,3,0
17010,Bajo,-0.543,1,4
17033,Medio,-0.442,1,4
17013,Bajo,-0.759,3,0
17027,Medio,-0.2,4,2
17014,Bajo,-0.527,1,4
17005,Medio,-0.209,1,4
17032,Bajo,-0.759,3,0
17021,Medio,-0.461,1,4
17023,Alto,0.184,4,2
18017,Muy bajo,-1.596,3,0
18020,Muy bajo,-1.311,3,0
18015,Bajo,-0.536,1,4
18004,Bajo,-0.954,3,0
18008,Muy bajo,-1.457,3,0
18012,Bajo,-0.574,1,4
18009,Muy alto,4.411,2,1
18016,Bajo,-0.705,1,4
18001,Bajo,-0.601,1,4
18010,Medio,-0.199,1,4
18018,Bajo,-0.912,3,0
18006,Muy bajo,-1.222,3,0
18011,Medio,-0.126,4,2
18014,Medio,-0.323,1,4
18007,Medio,-0.306,1,4
18002,Bajo,-0.937,1,4
18019,Muy alto,1.908,2,1
18005,Muy alto,2.048,2,1
18003,Bajo,-0.646,1,4
18013,Bajo,-0.66,1,4
19039,Muy bajo,-1.901,3,0
19026,Muy bajo,-1.918,3,0
19006,Muy bajo,-1.89,3,0
19046,Muy bajo,-2.095,3,0
19021,Muy bajo,-1.749,3,0
19031,Muy bajo,-1.621,3,0
19048,Muy bajo,-1.849,3,0
19018,Muy bajo,-1.622,3,0
19019,Muy bajo,-2.219,3,0
19009,Muy bajo,-1.563,3,0
19041,Muy bajo,-1.426,3,0
19033,Muy bajo,-1.169,3,0
19025,Muy bajo,-1.606,3,0
19038,Muy bajo,-1.431,3,0
19045,Muy bajo,-1.328,3,0
19012,Muy bajo,-1.552,3,0
19049,Muy bajo,-1.627,3,0
19017,Medio,-0.189,1,4
19010,Muy bajo,-1.435,3,0
19044,Muy bajo,-1.559,3,0
19004,Muy bajo,-1.616,3,0
19014,Medio,0.036,4,2
19005,Muy bajo,-1.095,3,0
19007,Alto,0.169,4,2
19022,Bajo,-0.93,3,0
19047,Muy bajo,-1.68,3,0
19013,Muy bajo,-1.261,3,0
19011,Muy bajo,-1.306,3,0
19036,Alto,0.422,4,2
19029,Muy bajo,-1.259,3,0
19024,Alto,0.595,4,2
19034,Muy bajo,-1.127,1,4
19020,Bajo,-1.027,1,4
19037,Bajo,-0.848,1,4
19032,Muy bajo,-1.261,3,0
19042,Bajo,-0.878,1,4
19051,Bajo,-0.834,1,4
19008,Bajo,-0.876,1,4
19030,Medio,-0.027,1,4
19016,Bajo,-0.845,1,4
19043,Alto,0.1,4,2
19001,Muy bajo,-1.125,1,4
19002,Bajo,-0.988,1,4
19027,Bajo,-0.76,1,4
19015,Bajo,-0.606,1,4
19050,Bajo,-0.665,1,4
19028,Bajo,-0.822,1,4
19003,Bajo,-0.776,1,4
19023,Bajo,-0.677,1,4
19040,Bajo,-0.945,1,4
19035,Muy bajo,-1.144,1,4
20067,Muy bajo,-1.52,3,0
20184,Bajo,-0.607,3,0
20043,Bajo,-0.646,3,0
20385,Bajo,-0.979,3,0
20079,Muy bajo,-1.134,3,0
20039,Bajo,-0.698,3,0
20515,Medio,-0.339,3,0
20482,Alto,0.227,4,2
20390,Muy bajo,-1.558,3,0
20318,Bajo,-0.557,3,0
20324,Alto,0.45,4,2
20334,Alto,0.333,4,2
20002,Alto,0.339,4,2
20413,Bajo,-0.686,3,0
20565,Medio,-0.137,3,0
20044,Medio,-0.276,4,2
20059,Medio,0.057,4,2
20397,Medio,-0.184,4,2
20057,Alto,0.285,4,2
20278,Alto,1.179,0,3
20469,Alto,0.975,0,3
20399,Bajo,-0.904,3,0
20073,Alto,0.107,4,2
20041,Muy alto,1.705,0,3
20198,Alto,1.216,0,3
20014,Bajo,-1.072,3,0
20134,Muy alto,1.62,0,3
20439,Alto,1.174,0,3
20085,Muy alto,2.414,0,3
20401,Medio,-0.171,4,2
20190,Alto,0.776,4,2
20107,Bajo,-0.928,3,0
20559,Alto,0.145,4,2
20551,Bajo,-0.573,3,0
20068,Medio,0.05,4,2
20023,Bajo,-0.544,3,0
20028,Alto,0.436,4,2
20406,Muy alto,3.13,0,3
20232,Muy alto,1.249,0,3
20570,Medio,0.014,4,2
20467,Alto,0.16,4,2
20207,Alto,1.136,0,3
20006,Medio,-0.213,3,0
20386,Muy alto,2.059,0,3
20124,Muy alto,1.353,0,3
20171,Muy alto,3.808,0,3
20350,Muy bajo,-1.788,3,0
20526,Alto,0.76,4,2
20205,Alto,1.18,0,3
20427,Alto,0.728,4,2
20447,Alto,0.721,4,2
20293,Muy bajo,-1.455,3,0
20364,Alto,0.431,4,2
20021,Medio,0.035,4,2
20227,Muy bajo,-1.151,3,0
20157,Muy bajo,-1.589,3,0
20557,Bajo,-0.817,3,0
20327,Alto,0.208,4,2
20005,Bajo,-0.516,1,4
20248,Muy alto,3.174,2,1
20010,Bajo,-0.805,1,4
20468,Alto,1.034,0,3
20418,Medio,-0.292,3,0
20058,Muy alto,1.865,0,3
20466,Muy alto,2.805,0,3
20150,Bajo,-0.807,3,0
20375,Muy bajo,-1.218,3,0
20450,Muy alto,2.154,0,3
20298,Medio,0.076,4,2
20277,Muy alto,1.479,0,3
20312,Muy alto,1.454,0,3
20242,Muy alto,2.711,0,3
20525,Medio,0.054,4,2
20125,Alto,0.702,4,2
20166,Medio,0.008,4,2
20309,Muy alto,1.996,0,3
20377,Alto,1.144,0,3
20136,Alto,0.307,4,2
20025,Medio,-0.236,3,0
20414,Alto,0.618,4,2
20549,Alto,0.498,4,2
20325,Alto,1.144,0,3
20509,Muy alto,1.694,0,3
20338,Bajo,-0.935,3,0
20131,Alto,0.533,4,2
20012,Muy alto,1.86,0,3
20483,Medio,-0.404,3,0
20553,Bajo,-0.717,3,0
20188,Alto,1.103,0,3
20307,Alto,0.321,4,2
20177,Alto,0.25,4,2
20016,Muy alto,3.052,0,3
20545,Bajo,-0.684,3,0
20475,Alto,0.825,0,3
20417,Alto,0.383,4,2
20083,Bajo,-0.903,3,0
20295,Bajo,-0.624,3,0
20513,Alto,0.294,4,2
20115,Bajo,-0.896,1,4
20407,Muy alto,2.211,0,3
20026,Alto,0.433,4,2
20143,Alto,0.096,4,2
20437,Alto,0.855,0,3
20409,Muy bajo,-1.614,3,0
20185,Alto,0.166,4,2
20441,Alto,0.368,4,2
20426,Muy alto,1.525,0,3
20030,Muy bajo,-1.325,3,0
20310,Alto,0.7,4,2
20266,Alto,0.757,4,2
20348,Alto,0.832,0,3
20500,Alto,0.507,4,2
20229,Muy alto,1.988,0,3
20045,Bajo,-1.005,1,4
20042,Medio,-0.165,1,4
20275,Alto,1.102,0,3
20505,Bajo,-0.618,3,0
20135,Medio,-0.084,1,4
20540,Bajo,-0.688,3,0
20141,Alto,0.651,4,2
20261,Alto,1.176,4,2
20064,Alto,0.482,4,2
20105,Alto,0.41,4,2
20234,Muy alto,1.999,0,3
20009,Alto,0.377,4,2
20031,Alto,0.863,0,3
20294,Bajo,-0.98,3,0
20520,Alto,0.254,4,2
20070,Alto,0.667,4,2
20498,Muy alto,1.452,0,3
20178,Bajo,-0.647,1,4
20072,Alto,1.068,0,3
20265,Alto,1.121,0,3
20208,Alto,1.094,0,3
20300,Alto,0.715,4,2
20560,Alto,0.679,4,2
20537,Alto,0.386,4,2
20272,Alto,0.577,0,3
20392,Muy alto,2.02,0,3
20040,Muy alto,2.947,0,3
20090,Alto,0.192,4,2
20225,Muy alto,1.453,0,3
20446,Muy alto,1.392,0,3
20052,Medio,0.008,1,4
20103,Alto,0.759,0,3
20543,Muy alto,1.255,0,3
20546,Alto,0.548,4,2
20210,Alto,0.67,4,2
20539,Bajo,-0.695,1,4
20550,Alto,0.219,4,2
20036,Alto,0.768,4,2
20554,Alto,0.982,0,3
20091,Muy bajo,-1.139,1,4
20066,Medio,0.073,4,2
20502,Muy alto,2.081,0,3
20126,Muy alto,1.506,0,3
20326,Muy alto,1.484,0,3
20130,Alto,0.926,4,2
20516,Alto,0.905,0,3
20159,Muy alto,1.266,0,3
20489,Alto,0.683,4,2
20415,Alto,0.509,4,2
20460,Alto,1.12,0,3
20470,Alto,0.585,4,2
20153,Alto,0.485,4,2
20015,Muy alto,1.719,0,3
20517,Muy alto,1.974,0,3
20337,Muy alto,1.703,0,3
20384,Muy alto,1.455,0,3
20202,Alto,0.96,0,3
20494,Muy alto,1.646,0,3
20051,Muy alto,2.39,0,3
20421,Medio,-0.283,1,4
20302,Muy alto,1.314,0,3
20367,Muy alto,1.253,0,3
20098,Alto,1.15,0,3
20108,Alto,1.154,0,3
20398,Alto,0.665,4,2
20116,Muy alto,1.73,0,3
20102,Medio,-0.017,1,4
20491,Alto,0.498,4,2
20037,Muy alto,1.376,0,3
20459,Medio,-0.097,1,4
20497,Muy alto,1.758,0,3
20087,Medio,0.07,4,2
20095,Muy alto,1.651,0,3
20213,Alto,0.957,0,3
20484,Alto,0.595,4,2
20111,Alto,1.062,0,3
20291,Alto,0.515,4,2
20305,Bajo,-0.85,1,4
20330,Alto,0.764,4,2
20434,Alto,1.172,0,3
20029,Muy alto,1.906,0,3
20269,Alto,0.15,4,2
20082,Alto,0.464,4,2
20462,Medio,-0.13,1,4
20345,Alto,0.445,4,2
20339,Medio,-0.25,1,4
20452,Muy alto,1.55,0,3
20084,Muy bajo,-1.099,1,4
20020,Muy alto,1.447,0,3
20534,Muy alto,1.52,0,3
20174,Bajo,-0.946,1,4
20063,Bajo,-1.021,1,4
20366,Alto,1.146,0,3
20424,Alto,1.106,0,3
20169,Muy alto,2.748,0,3
20393,Alto,0.808,0,3
20145,Bajo,-0.548,1,4
20244,Alto,0.527,4,2
20360,Alto,0.61,4,2
20077,Medio,-0.235,1,4
20200,Alto,0.973,0,3
20453,Medio,0.037,4,2
20532,Alto,1.172,0,3
20285,Alto,0.712,4,2
20024,Muy alto,1.435,0,3
20235,Alto,1.074,0,3
20530,Alto,0.636,4,2
20249,Alto,0.965,0,3
20133,Alto,1.187,0,3
20347,Alto,0.407,4,2
20306,Muy alto,1.516,0,3
20352,Muy alto,2.155,0,3
20055,Alto,0.146,4,2
20507,Alto,0.891,4,2
20435,Muy alto,1.87,0,3
20378,Alto,0.477,4,2
20050,Muy alto,1.806,0,3
20137,Alto,0.66,0,3
20017,Alto,1.025,0,3
20391,Muy alto,2.334,0,3
20410,Alto,0.142,4,2
20342,Bajo,-0.972,1,4
20472,Medio,-0.143,1,4
20156,Medio,-0.094,1,4
20273,Muy alto,1.606,0,3
20474,Alto,0.248,4,2
20203,Alto,1.178,0,3
20076,Alto,0.268,4,2
20170,Muy alto,2.216,0,3
20396,Muy alto,2.367,0,3
20197,Alto,0.439,4,2
20485,Muy alto,1.468,0,3
20263,Muy alto,1.519,0,3
20412,Muy alto,1.736,2,1
20286,Alto,0.789,0,3
20046,Alto,0.799,0,3
20284,Muy alto,2.189,0,3
20308,Alto,0.586,4,2
20567,Muy alto,1.707,0,3
20254,Alto,0.846,4,2
20511,Alto,1.125,0,3
20495,Muy alto,1.657,0,3
20490,Alto,1.027,0,3
20457,Alto,0.963,0,3
20555,Alto,0.21,4,2
20566,Alto,1.194,0,3
20113,Alto,0.259,4,2
20519,Medio,-0.065,1,4
20403,Bajo,-0.531,1,4
20231,Muy alto,1.529,0,3
20535,Muy alto,1.254,0,3
20492,Alto,1.188,0,3
20013,Medio,-0.24,1,4
20449,Alto,0.396,4,2
20019,Alto,0.867,0,3
20379,Muy alto,1.321,0,3
20454,Alto,1.141,0,3
20212,Muy alto,1.564,0,3
20387,Alto,0.201,4,2
20217,Muy alto,1.949,0,3
20071,Muy alto,1.47,0,3
20189,Muy alto,1.553,0,3
20351,Alto,0.743,4,2
20088,Muy alto,1.544,0,3
20561,Alto,1.169,4,2
20146,Alto,1.085,0,3
20164,Alto,0.872,4,2
20394,Alto,0.37,4,2
20123,Alto,0.742,4,2
20075,Medio,-0.098,1,4
20226,Alto,0.401,4,2
20061,Alto,1.066,0,3
20176,Alto,0.811,4,2
20344,Alto,0.219,4,2
20381,Medio,-0.176,1,4
20279,Alto,0.675,4,2
20211,Muy alto,1.624,0,3
20271,Muy alto,1.606,0,3
20220,Alto,0.466,4,2
20033,Bajo,-0.846,1,4
20069,Muy alto,1.382,0,3
20531,Medio,-0.261,1,4
20333,Medio,-0.271,1,4
20219,Alto,0.875,0,3
20104,Alto,0.764,0,3
20527,Alto,0.985,0,3
20180,Alto,0.241,4,2
20193,Medio,-0.176,1,4
20060,Alto,1.194,0,3
20455,Alto,1.149,4,2
20363,Medio,-0.001,4,2
20433,Muy alto,2.062,0,3
20007,Muy alto,1.535,0,3
20161,Alto,0.759,4,2
20297,Muy alto,1.333,0,3
20112,Alto,0.663,4,2
20118,Alto,1.181,0,3
20206,Alto,0.386,4,2
20154,Alto,0.543,4,2
20486,Alto,0.384,4,2
20388,Alto,1.205,0,3
20259,Muy alto,1.759,0,3
20117,Muy alto,1.36,0,3
20240,Muy alto,2.348,0,3
20280,Medio,0.036,4,2
20158,Alto,1.025,0,3
20027,Muy alto,1.592,0,3
20448,Muy alto,1.72,0,3
20182,Alto,0.934,0,3
20260,Alto,0.664,4,2
20353,Alto,0.096,1,4
20533,Alto,0.366,4,2
20380,Alto,0.511,4,2
20089,Alto,0.206,4,2
20405,Alto,0.232,4,2
20152,Muy alto,1.723,0,3
20323,Alto,0.651,4,2
20264,Alto,1.215,0,3
20499,Bajo,-0.616,1,4
20425,Alto,0.595,4,2
20253,Muy alto,1.429,0,3
20356,Medio,0.068,4,2
20252,Muy alto,1.415,0,3
20139,Muy alto,1.37,0,3
20167,Muy alto,1.277,0,3
20003,Alto,0.906,0,3
20255,Muy alto,1.259,0,3
20487,Alto,0.117,4,2
20214,Muy alto,1.27,0,3
20349,Alto,0.618,4,2
20201,Alto,0.846,0,3
20358,Alto,0.196,4,2
20148,Muy alto,1.247,0,3
20162,Muy alto,1.429,0,3
20343,Alto,0.141,4,2
20369,Medio,-0.118,1,4
20368,Alto,0.244,4,2
20428,Muy alto,1.275,0,3
20038,Alto,1.001,0,3
20420,Alto,1.183,0,3
20243,Medio,-0.203,1,4
20481,Muy alto,1.743,0,3
20187,Muy alto,1.516,0,3
20478,Alto,0.42,4,2
20081,Alto,0.774,0,3
20094,Medio,-0.001,4,2
20233,Muy alto,1.356,0,3
20496,Bajo,-0.657,1,4
20149,Muy alto,1.271,0,3
20395,Muy alto,1.654,0,3
20336,Alto,1.03,0,3
20315,Muy alto,2.067,0,3
20431,Alto,0.405,4,2
20340,Alto,0.386,4,2
20097,Alto,0.609,4,2
20504,Alto,0.427,4,2
20438,Muy alto,1.344,0,3
20541,Alto,0.291,4,2
20569,Alto,0.517,4,2
20548,Alto,0.741,4,2
20092,Medio,-0.275,1,4
20465,Alto,0.688,0,3
20163,Muy alto,1.304,0,3
20175,Alto,0.654,4,2
20400,Alto,0.327,4,2
20314,Medio,0.009,4,2
20236,Muy alto,2.009,0,3
20372,Muy alto,1.521,0,3
20562,Medio,-0.098,1,4
20247,Bajo,-0.986,1,4
20374,Muy alto,2.174,0,3
20445,Alto,0.838,0,3
20165,Alto,0.736,4,2
20301,Alto,0.339,4,2
20523,Medio,-0.121,1,4
20192,Bajo,-0.826,1,4
20508,Medio,-0.466,1,4
20110,Muy alto,1.391,0,3
20222,Medio,0.046,1,4
20429,Muy alto,1.282,0,3
20173,Alto,0.537,4,2
20080,Alto,0.565,4,2
20179,Alto,0.553,4,2
20477,Alto,0.812,0,3
20346,Alto,0.82,4,2
20456,Alto,0.608,4,2
20568,Alto,0.316,4,2
20362,Alto,0.429,4,2
20056,Alto,0.681,4,2
20237,Medio,-0.061,1,4
20292,Alto,1.097,0,3
20160,Alto,0.183,4,2
20183,Muy alto,1.272,0,3
20529,Muy alto,2.359,2,1
20048,Muy alto,1.596,0,3
20558,Alto,0.487,4,2
20473,Medio,-0.323,1,4
20216,Alto,0.271,4,2
20274,Muy alto,1.285,0,3
20245,Alto,1.047,0,3
20563,Muy alto,1.546,0,3
20317,Alto,0.405,4,2
20194,Alto,0.26,4,2
20221,Alto,0.204,4,2
20109,Medio,-0.262,1,4
20329,Alto,1.096,0,3
20053,Medio,-0.154,1,4
20065,Muy alto,1.254,0,3
20328,Muy alto,1.639,0,3
20128,Medio,0.065,1,4
20011,Alto,1.061,4,2
20034,Alto,0.364,4,2
20049,Alto,0.287,4,2
20251,Muy alto,1.326,0,3
20289,Alto,0.464,4,2
20564,Alto,0.929,4,2
20382,Muy alto,1.45,0,3
20250,Alto,0.162,4,2
20078,Bajo,-0.844,1,4
20270,Muy alto,1.604,0,3
20303,Alto,0.366,4,2
20241,Alto,0.531,4,2
20132,Medio,-0.207,1,4
20402,Alto,0.428,4,2
20319,Alto,0.811,0,3
20195,Muy alto,1.344,0,3
20365,Alto,0.095,4,2
20299,Alto,0.339,4,2
20168,Alto,0.635,4,2
20371,Alto,0.728,4,2
20522,Alto,0.907,0,3
20514,Muy alto,1.698,0,3
20544,Alto,0.319,4,2
20268,Alto,0.403,4,2
20239,Alto,0.304,4,2
20127,Muy alto,1.558,0,3
20283,Alto,0.134,4,2
20032,Alto,1.103,0,3
20262,Medio,-0.224,1,4
20142,Alto,1.222,0,3
20257,Alto,0.943,0,3
20155,Muy alto,1.547,0,3
20436,Muy alto,1.678,0,3
20528,Alto,1.197,0,3
20290,Alto,0.235,4,2
20458,Alto,0.114,4,2
20389,Muy alto,1.428,0,3
20144,Alto,0.554,4,2
20230,Alto,0.226,4,2
20501,Alto,0.273,4,2
20547,Medio,-0.05,1,4
20004,Medio,-0.165,1,4
20086,Alto,0.349,4,2
20359,Alto,0.729,0,3
20335,Alto,0.497,4,2
20432,Bajo,-0.533,1,4
20296,Alto,0.487,4,2
20001,Alto,1.077,0,3
20480,Alto,0.97,0,3
20451,Muy alto,2.243,0,3
20331,Alto,0.8,4,2
20361,Alto,0.701,4,2
20512,Alto,0.893,0,3
20238,Alto,0.096,4,2
20440,Alto,0.506,4,2
20542,Alto,0.694,4,2
20411,Medio,-0.338,1,4
20228,Muy alto,1.398,0,3
20018,Alto,0.628,4,2
20140,Alto,0.511,4,2
20322,Muy alto,1.502,0,3
20215,Medio,-0.373,1,4
20313,Alto,0.913,0,3
20357,Medio,-0.019,1,4
20008,Medio,-0.201,1,4
20506,Alto,0.411,4,2
20101,Alto,0.941,0,3
20304,Muy alto,1.647,0,3
20404,Medio,-0.32,1,4
20282,Alto,0.746,4,2
20355,Muy alto,1.318,0,3
20321,Alto,0.708,4,2
20022,Alto,0.141,4,2
20096,Bajo,-0.66,1,4
20258,Alto,0.152,4,2
20276,Muy alto,1.326,0,3
20316,Alto,0.223,4,2
20538,Alto,0.517,4,2
20320,Alto,0.595,4,2
20370,Medio,-0.107,1,4
20209,Muy alto,1.397,0,3
20121,Alto,0.362,4,2
20510,Alto,0.731,4,2
20114,Alto,0.568,4,2
20122,Medio,-0.335,1,4
20246,Alto,1.157,0,3
20204,Alto,0.091,4,2
20288,Alto,0.87,4,2
20422,Alto,0.319,4,2
20383,Alto,0.71,4,2
20199,Alto,1.195,0,3
20224,Medio,-0.36,1,4
20186,Alto,0.232,4,2
20311,Muy alto,1.253,0,3
20035,Muy bajo,-1.106,1,4
20218,Alto,0.883,0,3
20463,Alto,0.63,4,2
20493,Medio,-0.207,1,4
20461,Muy alto,1.562,0,3
20354,Muy alto,1.815,0,3
20419,Medio,-0.365,1,4
20471,Medio,-0.015,1,4
20416,Alto,0.916,0,3
20093,Medio,-0.092,1,4
20074,Alto,0.321,4,2
20408,Medio,0.062,4,2
20062,Bajo,-0.614,1,4
20223,Bajo,-0.688,1,4
20099,Muy alto,1.323,0,3
20443,Medio,-0.297,1,4
20423,Alto,0.512,4,2
20138,Alto,0.493,4,2
20181,Alto,0.533,4,2
20552,Alto,0.129,4,2
20100,Alto,0.926,0,3
20054,Medio,-0.106,1,4
20196,Medio,-0.243,1,4
20536,Medio,0.062,1,4
20444,Alto,0.319,4,2
20503,Bajo,-0.52,1,4
20476,Medio,-0.012,4,2
20119,Alto,1.029,0,3
20172,Alto,0.104,4,2
20147,Alto,0.487,4,2
20373,Alto,0.694,4,2
20129,Medio,-0.314,1,4
20430,Muy alto,1.431,0,3
20376,Alto,0.761,4,2
20464,Alto,0.712,4,2
20332,Alto,0.26,4,2
20120,Alto,0.303,4,2
20191,Medio,-0.128,1,4
20151,Alto,0.409,4,2
20524,Medio,-0.164,1,4
20287,Alto,0.309,4,2
20442,Medio,-0.435,1,4
20281,Medio,-0.036,4,2
20556,Medio,0.048,4,2
20106,Alto,0.519,4,2
20267,Medio,-0.264,1,4
20341,Medio,-0.299,1,4
20521,Alto,1.07,0,3
20256,Alto,0.138,4,2
20479,Alto,0.144,4,2
20518,Medio,-0.066,4,2
20488,Medio,0.004,4,2
20047,Bajo,-0.594,1,4
21114,Muy bajo,-1.564,3,0
21156,Bajo,-0.687,3,0
21132,Muy bajo,-1.171,3,0
21119,Muy bajo,-1.652,3,0
21019,Bajo,-0.705,3,0
21140,Muy bajo,-1.166,3,0
21015,Bajo,-0.861,3,0
21041,Muy bajo,-1.618,3,0
21071,Medio,-0.318,3,0
21174,Bajo,-0.756,3,0
21208,Medio,-0.156,4,2
21197,Medio,-0.105,4,2
21164,Bajo,-0.534,3,0
21085,Medio,-0.459,1,4
21154,Bajo,-0.504,3,0
21074,Bajo,-0.966,3,0
21010,Muy alto,1.242,0,3
21001,Medio,-0.286,4,2
21053,Medio,-0.136,4,2
21004,Medio,-0.234,4,2
21207,Alto,0.115,4,2
21186,Medio,-0.084,4,2
21177,Alto,0.767,4,2
21115,Alto,0.279,4,2
21043,Alto,1.027,4,2
21045,Medio,-0.325,4,2
21110,Alto,0.436,4,2
21034,Bajo,-0.736,3,0
21180,Medio,-0.432,1,4
21199,Alto,0.381,4,2
21003,Medio,-0.229,4,2
21051,Medio,-0.266,4,2
21054,Alto,0.312,4,2
21094,Medio,-0.32,4,2
21143,Bajo,-0.504,1,4
21104,Medio,-0.437,3,0
21142,Medio,-0.258,4,2
21194,Medio,-0.137,4,2
21179,Alto,0.147,4,2
21017,Alto,0.356,4,2
21106,Alto,0.181,4,2
21172,Alto,0.541,4,2
21118,Medio,-0.27,4,2
21076,Alto,0.527,4,2
21050,Alto,1.155,0,3
21149,Alto,0.336,4,2
21205,Medio,0.017,4,2
21069,Alto,0.278,4,2
21195,Muy alto,1.677,0,3
21083,Alto,0.56,4,2
21116,Alto,1.168,0,3
21109,Alto,0.757,4,2
21153,Bajo,-0.52,1,4
21090,Bajo,-0.846,3,0
21189,Medio,-0.396,4,2
21013,Medio,0.01,4,2
21169,Alto,0.405,4,2
21161,Medio,-0.025,4,2
21065,Medio,0.067,4,2
21035,Alto,0.166,4,2
21048,Medio,-0.473,1,4
21134,Bajo,-0.592,3,0
21047,Medio,-0.157,4,2
21058,Muy alto,1.256,0,3
21183,Muy alto,1.4,0,3
21099,Alto,0.564,4,2
21212,Alto,0.873,4,2
21072,Muy alto,2.434,0,3
21217,Muy alto,2.065,0,3
21108,Medio,-0.334,4,2
21111,Alto,0.933,0,3
21188,Alto,0.431,4,2
21163,Bajo,-0.649,3,0
21067,Medio,-0.086,4,2
21170,Alto,0.138,4,2
21214,Medio,0.0,4,2
21064,Alto,0.671,4,2
21049,Muy alto,1.581,0,3
21178,Alto,0.908,4,2
21211,Bajo,-0.866,3,0
21124,Alto,0.248,4,2
21044,Medio,-0.092,4,2
21006,Muy alto,1.443,0,3
21078,Muy alto,1.415,0,3
21063,Medio,-0.223,4,2
21144,Medio,-0.441,3,0
21026,Medio,-0.135,4,2
21117,Bajo,-0.931,3,0
21145,Muy alto,1.919,0,3
21036,Muy alto,1.679,0,3
21213,Alto,1.097,0,3
21129,Alto,0.278,4,2
21087,Alto,0.766,4,2
21075,Alto,0.44,4,2
21089,Alto,1.159,0,3
21175,Medio,-0.201,4,2
21202,Alto,1.146,0,3
21061,Muy alto,2.085,0,3
21102,Bajo,-0.537,3,0
21136,Muy bajo,-1.268,3,0
21022,Alto,0.284,4,2
21152,Medio,-0.111,4,2
21086,Alto,1.09,0,3
21138,Alto,0.472,4,2
21167,Muy alto,1.695,0,3
21107,Muy alto,2.394,0,3
21008,Medio,-0.276,1,4
21157,Alto,0.211,4,2
21091,Bajo,-0.902,3,0
21122,Bajo,-0.649,3,0
21040,Alto,0.264,4,2
21038,Medio,-0.171,4,2
21100,Alto,0.994,0,3
21137,Alto,0.448,4,2
21112,Alto,0.664,4,2
21023,Alto,0.817,4,2
21039,Alto,0.79,4,2
21148,Alto,0.684,4,2
21191,Alto,0.325,4,2
21002,Alto,0.737,4,2
21125,Bajo,-0.872,1,4
21016,Alto,0.332,4,2
21082,Medio,-0.198,1,4
21128,Medio,-0.331,1,4
21025,Alto,0.505,4,2
21176,Medio,-0.009,4,2
21151,Bajo,-0.583,3,0
21209,Alto,0.397,4,2
21166,Alto,0.214,4,2
21185,Alto,0.186,4,2
21073,Alto,0.232,4,2
